Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
9.0,97,Yes,,8,95.0,excellent
9.0,95,No,8.0,4,92.0,review
1.0,63,No,9.0,1,36.0,review
1.0,68,No,5.0,5,37.0,review
1.0,87,Yes,9.0,9,65.0,excellent
8.0,86,Yes,6.0,4,82.0,excellent
7.0,47,No,7.0,1,37.0,review
3.0,65,Yes,5.0,9,45.0,excellent
2.0,54,Yes,8.0,9,34.0,excellent
4.0,96,No,9.0,6,78.0,review
3.0,40,Yes,8.0,9,18.0,review
7.0,67,No,9.0,1,59.0,excellent
8.0,88,Yes,5.0,6,82.0,excellent
6.0,86,Yes,7.0,5,75.0,excellent
,85,Yes,4.0,3,65.0,review
6.0,53,Yes,5.0,3,40.0,excellent
2.0,81,Yes,8.0,5,60.0,excellent
7.0,73,No,4.0,8,67.0,review
7.0,98,No,7.0,9,95.0,excellent
4.0,70,Yes,8.0,5,56.0,review
8.0,45,Yes,7.0,5,35.0,review
4.0,88,No,9.0,0,73.0,review
7.0,44,No,5.0,4,37.0,excellent
4.0,70,Yes,7.0,0,53.0,excellent
5.0,76,No,8.0,8,62.0,excellent
,54,No,5.0,9,44.0,excellent
3.0,54,No,8.0,3,36.0,review
5.0,91,Yes,8.0,1,76.0,excellent
3.0,82,No,,8,60.0,excellent
5.0,44,No,6.0,5,28.0,excellent
3.0,67,No,7.0,9,48.0,review
,72,No,7.0,2,62.0,excellent
1.0,50,Yes,4.0,1,19.0,review
9.0,82,No,9.0,5,80.0,excellent
9.0,45,No,7.0,9,46.0,excellent
,62,No,4.0,5,47.0,excellent
9.0,79,Yes,7.0,8,79.0,review
6.0,41,Yes,7.0,4,27.0,review
5.0,54,Yes,8.0,8,43.0,review
3.0,62,No,4.0,4,43.0,excellent
8.0,61,No,9.0,1,56.0,excellent
4.0,48,No,,0,27.0,excellent
3.0,86,Yes,9.0,8,70.0,review
6.0,79,No,6.0,9,70.0,review
8.0,69,No,4.0,6,61.0,review
9.0,55,Yes,4.0,2,53.0,review
,98,No,4.0,5,87.0,excellent
5.0,85,No,8.0,9,68.0,excellent
2.0,86,Yes,4.0,3,61.0,excellent
2.0,91,Yes,8.0,8,70.0,review
9.0,69,Yes,6.0,1,65.0,review
2.0,84,Yes,5.0,3,61.0,review
2.0,48,Yes,8.0,0,27.0,excellent
3.0,40,No,,6,22.0,excellent
3.0,98,Yes,4.0,3,81.0,review
4.0,77,No,5.0,4,60.0,review
7.0,47,No,8.0,0,41.0,excellent
9.0,98,Yes,9.0,1,98.0,excellent
2.0,98,Yes,9.0,3,79.0,review
4.0,91,No,7.0,1,77.0,excellent
9.0,57,No,5.0,0,51.0,review
2.0,66,No,6.0,9,43.0,excellent
1.0,57,Yes,8.0,0,27.0,review
8.0,71,No,9.0,5,69.0,review
9.0,97,Yes,9.0,1,98.0,review
7.0,88,No,8.0,2,80.0,review
8.0,71,No,9.0,4,68.0,excellent
4.0,92,No,6.0,2,76.0,excellent
4.0,87,Yes,9.0,5,72.0,review
2.0,84,Yes,8.0,6,64.0,excellent
8.0,93,No,4.0,9,87.0,review
2.0,75,No,9.0,5,53.0,review
9.0,75,No,8.0,1,71.0,excellent
4.0,60,Yes,4.0,8,40.0,excellent
,85,Yes,9.0,1,58.0,review
,71,Yes,9.0,5,55.0,review
3.0,70,Yes,,8,50.0,excellent
,76,Yes,7.0,8,64.0,review
7.0,55,No,,1,44.0,excellent
8.0,85,No,5.0,8,79.0,excellent
,85,No,7.0,7,65.0,review
6.0,53,Yes,6.0,6,37.0,review
6.0,96,No,5.0,7,85.0,excellent
5.0,63,Yes,7.0,9,48.0,review
7.0,64,Yes,4.0,7,55.0,review
3.0,85,No,8.0,0,64.0,excellent
4.0,90,No,7.0,8,74.0,excellent
9.0,74,Yes,4.0,5,67.0,review
4.0,56,Yes,5.0,0,38.0,excellent
3.0,85,No,8.0,0,65.0,excellent
2.0,81,Yes,7.0,6,60.0,review
5.0,84,Yes,,9,72.0,review
4.0,93,Yes,7.0,1,73.0,excellent
8.0,43,No,5.0,5,34.0,review
7.0,50,Yes,7.0,4,45.0,review
6.0,86,Yes,4.0,4,75.0,excellent
2.0,54,Yes,6.0,9,28.0,excellent
3.0,69,Yes,4.0,5,48.0,excellent
9.0,63,Yes,8.0,7,64.0,excellent
9.0,41,Yes,7.0,4,42.0,review
5.0,82,Yes,6.0,7,72.0,review
3.0,73,No,,4,52.0,excellent
2.0,62,No,8.0,9,40.0,excellent
8.0,70,No,8.0,5,61.0,excellent
6.0,76,Yes,6.0,7,66.0,review
7.0,52,No,8.0,1,43.0,excellent
1.0,72,No,8.0,6,49.0,review
,46,Yes,7.0,2,16.0,review
2.0,71,No,4.0,8,46.0,review
3.0,46,Yes,9.0,9,28.0,review
1.0,81,Yes,5.0,6,57.0,excellent
5.0,77,Yes,6.0,2,62.0,review
3.0,91,No,5.0,7,76.0,review
1.0,83,Yes,,9,56.0,review
,52,No,6.0,1,44.0,excellent
6.0,63,Yes,4.0,9,49.0,excellent
9.0,67,Yes,6.0,7,64.0,excellent
3.0,71,No,6.0,6,52.0,review
9.0,82,Yes,4.0,4,79.0,excellent
9.0,57,No,8.0,3,52.0,review
1.0,73,Yes,9.0,9,52.0,review
3.0,87,Yes,5.0,9,71.0,excellent
6.0,73,Yes,6.0,0,59.0,review
8.0,90,Yes,4.0,3,90.0,review
4.0,77,Yes,6.0,5,58.0,review
5.0,40,Yes,4.0,5,25.0,review
9.0,82,Yes,,1,78.0,review
6.0,89,Yes,7.0,8,77.0,review
7.0,81,No,8.0,0,73.0,review
7.0,70,No,7.0,3,61.0,excellent
,89,No,4.0,3,71.0,excellent
4.0,99,Yes,6.0,1,82.0,excellent
4.0,40,No,8.0,7,25.0,excellent
5.0,90,No,5.0,1,76.0,excellent
5.0,55,Yes,9.0,1,39.0,review
8.0,97,No,8.0,1,91.0,review
9.0,78,Yes,6.0,0,73.0,excellent
2.0,54,No,7.0,4,34.0,review
7.0,72,No,4.0,3,64.0,review
1.0,62,No,7.0,1,36.0,review
1.0,92,No,8.0,0,67.0,excellent
4.0,80,No,9.0,0,63.0,excellent
7.0,73,Yes,6.0,1,64.0,review
2.0,56,No,4.0,0,29.0,excellent
2.0,64,Yes,6.0,8,41.0,excellent
1.0,95,No,6.0,1,70.0,review
2.0,81,Yes,9.0,2,57.0,review
7.0,45,No,8.0,8,36.0,review
9.0,70,No,7.0,4,67.0,excellent
6.0,44,No,6.0,7,29.0,review
2.0,79,No,6.0,6,58.0,review
9.0,79,No,6.0,5,77.0,review
7.0,69,Yes,,1,60.0,excellent
,44,No,6.0,3,16.0,excellent
9.0,51,No,6.0,8,50.0,review
2.0,46,Yes,8.0,6,25.0,excellent
4.0,84,No,6.0,2,68.0,review
9.0,52,No,9.0,5,52.0,review
4.0,88,No,9.0,7,72.0,excellent
,43,No,6.0,7,21.0,excellent
1.0,89,No,9.0,7,63.0,review
7.0,81,Yes,8.0,7,74.0,review
6.0,42,No,4.0,9,24.0,excellent
4.0,51,Yes,9.0,5,33.0,excellent
6.0,40,No,9.0,9,29.0,excellent
6.0,66,No,7.0,2,53.0,excellent
4.0,82,Yes,8.0,8,68.0,excellent
6.0,89,No,9.0,2,75.0,excellent
8.0,52,No,4.0,3,41.0,excellent
3.0,56,Yes,,9,34.0,excellent
4.0,47,No,6.0,0,29.0,review
1.0,71,No,8.0,1,44.0,review
4.0,59,Yes,9.0,5,42.0,review
9.0,90,Yes,6.0,0,90.0,excellent
8.0,56,No,8.0,8,52.0,review
4.0,73,No,7.0,7,55.0,review
7.0,74,No,9.0,1,63.0,review
3.0,74,Yes,4.0,1,56.0,review
9.0,77,Yes,8.0,7,76.0,excellent
4.0,81,No,4.0,7,62.0,review
2.0,63,No,6.0,0,39.0,review
5.0,93,No,6.0,4,78.0,excellent
2.0,57,Yes,7.0,1,35.0,excellent
6.0,89,Yes,,0,74.0,review
1.0,85,Yes,5.0,2,58.0,review
6.0,87,No,5.0,2,72.0,excellent
4.0,78,No,7.0,9,62.0,review
3.0,72,No,9.0,8,52.0,excellent
2.0,88,Yes,6.0,9,65.0,review
7.0,62,No,4.0,0,50.0,review
9.0,64,Yes,7.0,1,61.0,review
3.0,76,No,9.0,8,57.0,review
6.0,66,Yes,4.0,4,51.0,excellent
9.0,40,No,5.0,8,37.0,excellent
2.0,60,No,4.0,5,40.0,excellent
7.0,98,Yes,7.0,9,91.0,excellent
5.0,88,No,6.0,9,77.0,excellent
5.0,49,Yes,7.0,2,31.0,excellent
7.0,70,No,8.0,7,61.0,excellent
9.0,83,No,9.0,8,85.0,review
4.0,64,No,9.0,1,47.0,review
9.0,59,Yes,9.0,8,57.0,excellent
9.0,96,No,8.0,3,95.0,excellent
4.0,41,Yes,8.0,7,23.0,excellent
3.0,94,No,6.0,4,74.0,excellent
2.0,87,No,9.0,5,67.0,review
9.0,54,Yes,7.0,3,52.0,excellent
2.0,67,No,8.0,4,50.0,excellent
6.0,52,No,7.0,0,38.0,review
5.0,89,Yes,5.0,2,76.0,excellent
5.0,99,Yes,9.0,3,88.0,excellent
4.0,91,No,8.0,0,73.0,excellent
6.0,93,Yes,8.0,2,81.0,excellent
5.0,53,Yes,6.0,3,41.0,review
4.0,89,No,7.0,8,72.0,review
9.0,41,Yes,6.0,2,39.0,excellent
6.0,73,Yes,6.0,2,62.0,review
3.0,74,No,7.0,3,54.0,review
6.0,76,Yes,5.0,8,68.0,review
1.0,64,Yes,7.0,8,40.0,excellent
5.0,87,No,5.0,0,72.0,review
6.0,93,No,6.0,7,83.0,review
8.0,54,Yes,5.0,9,49.0,excellent
9.0,51,No,9.0,0,47.0,excellent
3.0,48,Yes,5.0,1,27.0,excellent
2.0,97,Yes,5.0,9,76.0,excellent
4.0,70,Yes,8.0,4,55.0,review
8.0,53,Yes,8.0,5,49.0,review
8.0,68,No,,1,69.0,review
3.0,92,No,7.0,9,72.0,excellent
4.0,87,Yes,5.0,4,66.0,review
3.0,82,No,9.0,2,62.0,excellent
2.0,77,Yes,8.0,6,55.0,review
4.0,81,Yes,7.0,0,65.0,review
,99,No,9.0,4,88.0,excellent
,47,No,5.0,2,32.0,excellent
3.0,87,Yes,7.0,1,66.0,review
2.0,42,No,9.0,2,20.0,review
9.0,41,Yes,4.0,9,35.0,review
1.0,55,No,9.0,3,30.0,review
9.0,58,No,9.0,1,54.0,excellent
,69,Yes,5.0,1,42.0,review
7.0,80,No,7.0,2,67.0,review
6.0,55,No,5.0,1,43.0,excellent
7.0,70,Yes,5.0,5,60.0,excellent
3.0,93,Yes,4.0,1,72.0,review
3.0,97,Yes,9.0,0,79.0,review
1.0,67,Yes,7.0,7,41.0,review
4.0,43,Yes,6.0,9,25.0,review
,49,Yes,8.0,3,23.0,excellent
8.0,90,No,5.0,1,82.0,excellent
3.0,84,Yes,5.0,3,67.0,review
7.0,57,Yes,5.0,1,48.0,excellent
,86,Yes,5.0,4,74.0,review
9.0,71,No,8.0,6,70.0,review
6.0,69,Yes,6.0,5,60.0,excellent
1.0,75,Yes,4.0,1,46.0,review
,48,No,6.0,3,41.0,review
1.0,75,No,8.0,7,50.0,excellent
3.0,68,Yes,7.0,6,49.0,review
5.0,55,No,4.0,6,40.0,review
8.0,67,No,4.0,3,61.0,excellent
9.0,60,Yes,,0,56.0,excellent
7.0,86,Yes,9.0,6,82.0,excellent
9.0,95,Yes,5.0,5,88.0,review
3.0,41,No,,7,19.0,review
5.0,99,Yes,7.0,4,89.0,review
,98,No,6.0,7,92.0,excellent
1.0,85,Yes,6.0,9,62.0,review
8.0,74,No,9.0,7,70.0,excellent
7.0,93,Yes,7.0,8,88.0,review
1.0,67,No,8.0,0,42.0,review
6.0,94,Yes,,2,89.0,review
1.0,75,Yes,9.0,5,51.0,excellent
,70,Yes,9.0,3,48.0,excellent
5.0,72,No,4.0,7,59.0,excellent
,62,No,4.0,9,40.0,review
1.0,99,Yes,5.0,0,71.0,review
6.0,80,No,8.0,4,71.0,review
8.0,56,Yes,6.0,3,50.0,excellent
8.0,85,No,6.0,0,78.0,review
8.0,88,Yes,5.0,9,84.0,review
,40,No,6.0,5,29.0,review
3.0,81,No,9.0,9,63.0,review
1.0,62,No,5.0,2,34.0,review
2.0,87,No,5.0,4,68.0,review
5.0,66,No,7.0,5,52.0,review
5.0,64,Yes,4.0,3,51.0,review
1.0,71,No,8.0,9,46.0,excellent
1.0,58,No,8.0,9,32.0,excellent
9.0,63,No,4.0,5,61.0,review
2.0,96,No,9.0,6,74.0,excellent
7.0,42,Yes,8.0,1,29.0,review
4.0,99,No,6.0,6,82.0,review
7.0,51,No,6.0,6,43.0,excellent
8.0,74,Yes,8.0,1,67.0,excellent
5.0,54,Yes,7.0,2,38.0,excellent
1.0,56,No,8.0,2,30.0,review
,89,Yes,5.0,0,69.0,excellent
3.0,71,No,9.0,0,52.0,review
5.0,46,No,5.0,9,33.0,review
6.0,58,Yes,4.0,5,48.0,review
2.0,46,No,9.0,8,23.0,excellent
7.0,44,Yes,,8,41.0,review
3.0,97,Yes,6.0,0,78.0,excellent
1.0,79,No,9.0,6,53.0,excellent
3.0,60,No,7.0,5,39.0,review
9.0,87,Yes,8.0,3,84.0,excellent
6.0,87,No,5.0,2,70.0,excellent
6.0,90,Yes,6.0,8,83.0,review
4.0,96,Yes,6.0,9,81.0,review
8.0,86,Yes,7.0,4,82.0,excellent
,46,Yes,7.0,7,33.0,review
7.0,76,No,7.0,3,64.0,excellent
9.0,62,No,7.0,3,59.0,review
5.0,50,No,5.0,5,36.0,review
5.0,49,No,7.0,5,36.0,excellent
4.0,96,No,6.0,2,81.0,excellent
6.0,60,No,6.0,1,47.0,review
2.0,94,Yes,,8,69.0,excellent
3.0,98,No,8.0,1,80.0,review
1.0,80,Yes,6.0,8,55.0,excellent
2.0,72,Yes,6.0,7,54.0,excellent
2.0,59,Yes,5.0,9,40.0,review
8.0,72,No,9.0,6,70.0,review
8.0,79,Yes,6.0,4,71.0,review
2.0,74,No,4.0,2,47.0,review
,73,Yes,6.0,1,62.0,review
5.0,75,No,,7,59.0,excellent
3.0,66,No,8.0,1,48.0,review
5.0,58,No,9.0,7,47.0,review
5.0,82,No,9.0,4,72.0,excellent
5.0,44,No,7.0,8,32.0,review
3.0,68,Yes,5.0,3,47.0,review
3.0,95,No,,7,76.0,review
4.0,49,No,4.0,6,29.0,excellent
7.0,95,Yes,4.0,7,87.0,review
2.0,98,No,7.0,4,71.0,excellent
4.0,94,No,5.0,1,75.0,review
4.0,79,No,5.0,6,63.0,excellent
,52,No,,2,28.0,excellent
,68,No,6.0,9,64.0,excellent
1.0,44,Yes,4.0,9,16.0,review
8.0,97,No,4.0,9,89.0,review
7.0,97,Yes,4.0,9,90.0,excellent
,98,No,4.0,1,91.0,review
8.0,51,Yes,8.0,2,43.0,review
5.0,98,Yes,5.0,3,84.0,excellent
8.0,52,Yes,6.0,9,47.0,excellent
3.0,61,No,8.0,6,47.0,review
7.0,79,No,5.0,9,71.0,excellent
4.0,54,Yes,7.0,0,37.0,excellent
5.0,52,No,4.0,5,35.0,review
9.0,40,No,6.0,5,38.0,excellent
7.0,93,Yes,5.0,7,85.0,excellent
4.0,77,No,7.0,1,58.0,excellent
6.0,82,Yes,4.0,1,69.0,review
7.0,84,No,7.0,0,74.0,excellent
9.0,92,Yes,7.0,2,89.0,review
4.0,91,No,8.0,6,80.0,review
3.0,40,No,7.0,7,21.0,excellent
,50,Yes,8.0,6,45.0,review
1.0,97,Yes,9.0,8,74.0,review
9.0,82,No,8.0,7,77.0,review
1.0,79,Yes,7.0,7,51.0,review
2.0,61,Yes,5.0,1,38.0,review
8.0,74,Yes,7.0,0,69.0,review
9.0,99,Yes,7.0,5,98.0,excellent
7.0,90,Yes,5.0,6,85.0,review
3.0,83,No,4.0,5,62.0,excellent
7.0,45,Yes,6.0,6,38.0,excellent
6.0,67,Yes,9.0,7,57.0,review
2.0,70,Yes,4.0,1,41.0,excellent
3.0,94,Yes,7.0,0,76.0,excellent
5.0,47,No,4.0,9,30.0,excellent
4.0,44,Yes,6.0,7,28.0,review
2.0,81,No,4.0,7,56.0,excellent
,93,No,6.0,7,77.0,review
8.0,87,Yes,,9,85.0,review
5.0,83,Yes,8.0,6,72.0,excellent
5.0,56,No,7.0,1,42.0,review
3.0,77,No,6.0,3,56.0,excellent
8.0,48,No,9.0,8,43.0,excellent
6.0,49,Yes,7.0,7,38.0,excellent
2.0,59,No,8.0,3,38.0,review
2.0,53,Yes,,7,30.0,excellent
9.0,53,No,7.0,9,52.0,excellent
7.0,65,No,4.0,5,55.0,review
9.0,68,Yes,,8,67.0,review
6.0,88,Yes,7.0,0,78.0,excellent
5.0,66,No,6.0,5,51.0,excellent
1.0,64,Yes,6.0,3,39.0,excellent
6.0,55,Yes,7.0,2,46.0,excellent
6.0,75,No,6.0,4,67.0,review
3.0,73,Yes,5.0,9,52.0,review
3.0,55,Yes,4.0,7,36.0,review
3.0,72,No,7.0,9,54.0,excellent
3.0,42,No,9.0,5,25.0,review
7.0,62,Yes,8.0,0,53.0,review
2.0,50,Yes,7.0,5,28.0,review
2.0,87,Yes,7.0,6,64.0,excellent
3.0,97,No,4.0,5,77.0,excellent
7.0,57,No,8.0,2,46.0,review
3.0,86,Yes,4.0,8,69.0,excellent
7.0,80,Yes,9.0,9,74.0,review
9.0,83,Yes,6.0,9,85.0,review
,68,No,7.0,3,49.0,review
7.0,98,No,4.0,4,89.0,review
9.0,89,Yes,9.0,4,88.0,review
8.0,44,Yes,9.0,2,40.0,excellent
8.0,63,Yes,5.0,1,58.0,excellent
9.0,68,Yes,7.0,7,63.0,excellent
5.0,68,No,,6,57.0,excellent
5.0,99,Yes,6.0,4,87.0,excellent
3.0,65,Yes,4.0,0,40.0,review
5.0,79,No,4.0,9,67.0,excellent
,42,Yes,5.0,0,32.0,excellent
5.0,41,Yes,6.0,7,27.0,excellent
4.0,64,Yes,9.0,3,47.0,review
8.0,58,Yes,5.0,3,51.0,review
7.0,79,Yes,9.0,8,72.0,excellent
6.0,41,Yes,9.0,1,31.0,excellent
5.0,58,No,7.0,4,42.0,review
5.0,40,Yes,8.0,5,28.0,excellent
2.0,66,No,9.0,5,45.0,review
4.0,93,No,4.0,9,75.0,excellent
8.0,84,No,9.0,2,81.0,review
8.0,94,No,5.0,9,88.0,review
1.0,91,Yes,9.0,5,67.0,review
2.0,88,Yes,4.0,9,62.0,review
5.0,74,Yes,4.0,9,59.0,review
9.0,80,Yes,5.0,4,75.0,excellent
7.0,44,No,,7,30.0,excellent
5.0,77,No,6.0,3,62.0,review
,43,No,6.0,9,17.0,excellent
6.0,56,Yes,8.0,9,47.0,review
,92,No,6.0,2,87.0,review
7.0,60,Yes,5.0,5,51.0,review
2.0,92,No,9.0,9,72.0,review
5.0,87,Yes,6.0,8,76.0,excellent
4.0,70,No,8.0,7,56.0,review
9.0,87,No,7.0,9,86.0,excellent
,61,Yes,7.0,7,37.0,excellent
6.0,50,No,,2,35.0,excellent
3.0,73,No,8.0,0,54.0,excellent
9.0,88,Yes,6.0,2,83.0,excellent
5.0,54,No,8.0,2,40.0,excellent
6.0,89,No,4.0,5,78.0,review
9.0,49,No,8.0,2,47.0,review
9.0,77,No,6.0,1,68.0,excellent
8.0,71,Yes,5.0,8,67.0,excellent
9.0,92,Yes,4.0,5,92.0,excellent
4.0,87,No,8.0,4,67.0,review
6.0,70,Yes,7.0,2,59.0,review
5.0,76,No,6.0,6,61.0,review
5.0,83,Yes,5.0,6,69.0,excellent
4.0,67,No,9.0,3,53.0,review
,70,No,6.0,9,48.0,review
,45,Yes,8.0,1,32.0,review
9.0,53,No,5.0,1,47.0,review
1.0,97,No,7.0,7,71.0,review
,62,No,4.0,3,48.0,excellent
6.0,55,No,8.0,6,43.0,review
3.0,64,Yes,5.0,2,44.0,excellent
1.0,78,Yes,4.0,8,53.0,excellent
4.0,41,Yes,5.0,9,24.0,excellent
9.0,77,Yes,9.0,8,76.0,excellent
2.0,80,No,8.0,6,58.0,excellent
3.0,78,No,5.0,6,59.0,review
2.0,73,No,7.0,0,51.0,excellent
2.0,90,No,5.0,9,68.0,review
8.0,79,Yes,8.0,7,73.0,review
3.0,82,Yes,5.0,1,60.0,review
7.0,64,Yes,4.0,7,56.0,review
8.0,75,No,4.0,1,66.0,review
3.0,55,No,9.0,0,34.0,excellent
2.0,96,No,6.0,7,75.0,excellent
,57,No,9.0,3,53.0,excellent
3.0,52,Yes,6.0,9,31.0,review
7.0,98,Yes,7.0,5,88.0,excellent
1.0,76,Yes,4.0,9,48.0,review
6.0,66,No,6.0,9,56.0,review
9.0,73,Yes,5.0,0,67.0,excellent
3.0,50,No,7.0,8,29.0,excellent
7.0,40,Yes,8.0,6,30.0,review
6.0,52,Yes,6.0,4,40.0,excellent
8.0,69,No,9.0,5,64.0,excellent
3.0,44,No,6.0,2,23.0,excellent
3.0,57,No,,8,39.0,review
4.0,53,Yes,9.0,1,33.0,review
3.0,52,Yes,4.0,9,33.0,review
9.0,71,Yes,7.0,0,68.0,review
4.0,46,Yes,9.0,0,32.0,review
6.0,47,No,4.0,9,33.0,excellent
8.0,89,Yes,4.0,1,83.0,review
8.0,46,No,9.0,5,41.0,excellent
5.0,91,Yes,7.0,5,76.0,review
5.0,88,No,5.0,8,76.0,excellent
6.0,55,No,6.0,9,45.0,excellent
7.0,82,Yes,,3,72.0,review
,70,Yes,6.0,7,60.0,excellent
4.0,90,No,7.0,3,75.0,review
6.0,66,Yes,5.0,2,55.0,review
7.0,99,No,8.0,3,91.0,review
5.0,72,Yes,5.0,0,56.0,review
5.0,92,Yes,7.0,8,77.0,excellent
2.0,68,Yes,5.0,4,47.0,excellent
,47,Yes,8.0,6,37.0,review
6.0,72,Yes,4.0,2,61.0,excellent
1.0,80,No,5.0,4,58.0,excellent
4.0,58,Yes,9.0,9,42.0,review
3.0,60,No,9.0,3,40.0,review
3.0,80,No,7.0,6,59.0,review
7.0,60,No,5.0,4,53.0,excellent
4.0,64,Yes,8.0,1,47.0,review
8.0,81,No,7.0,2,72.0,review
9.0,95,No,5.0,7,90.0,excellent
3.0,62,No,7.0,2,43.0,excellent
5.0,50,No,9.0,6,35.0,review
4.0,72,No,,4,52.0,excellent
6.0,59,No,4.0,6,47.0,excellent
4.0,64,Yes,8.0,9,50.0,review
8.0,65,No,4.0,8,57.0,excellent
,79,No,6.0,6,58.0,review
5.0,91,Yes,9.0,5,78.0,review
1.0,51,No,9.0,0,25.0,review
6.0,71,Yes,9.0,3,64.0,review
5.0,72,Yes,8.0,7,61.0,review
8.0,49,No,4.0,0,42.0,review
9.0,43,No,6.0,5,39.0,excellent
8.0,54,Yes,6.0,1,46.0,excellent
8.0,90,Yes,6.0,8,88.0,review
3.0,45,Yes,7.0,7,26.0,review
4.0,66,Yes,8.0,8,49.0,excellent
4.0,44,No,8.0,8,34.0,review
5.0,44,Yes,9.0,1,31.0,review
9.0,57,Yes,8.0,1,52.0,review
9.0,67,Yes,8.0,8,68.0,excellent
1.0,74,No,7.0,1,50.0,excellent
8.0,98,Yes,,3,93.0,excellent
1.0,61,Yes,4.0,1,32.0,review
2.0,73,No,6.0,0,48.0,excellent
7.0,43,No,7.0,9,36.0,review
8.0,57,Yes,7.0,6,54.0,review
1.0,80,Yes,9.0,4,55.0,excellent
3.0,90,Yes,8.0,2,74.0,excellent
7.0,65,No,6.0,7,53.0,review
9.0,81,No,4.0,4,76.0,review
,61,Yes,6.0,0,54.0,excellent
8.0,86,Yes,5.0,8,80.0,excellent
,72,Yes,6.0,4,68.0,excellent
3.0,82,No,4.0,2,63.0,review
8.0,53,Yes,4.0,5,46.0,excellent
,70,Yes,4.0,7,45.0,excellent
8.0,49,No,7.0,1,43.0,excellent
7.0,90,Yes,7.0,2,83.0,review
8.0,63,No,5.0,6,56.0,review
1.0,60,No,6.0,1,29.0,review
6.0,87,Yes,8.0,4,79.0,review
7.0,47,No,9.0,8,40.0,review
5.0,71,No,5.0,6,55.0,excellent
5.0,70,Yes,8.0,2,55.0,review
7.0,73,No,8.0,1,65.0,excellent
3.0,62,No,5.0,9,41.0,review
6.0,64,Yes,6.0,8,53.0,review
7.0,46,Yes,9.0,8,41.0,excellent
1.0,58,Yes,8.0,8,34.0,review
2.0,46,Yes,,9,23.0,review
,86,Yes,7.0,2,70.0,review
8.0,47,No,5.0,0,38.0,excellent
6.0,53,No,9.0,8,45.0,excellent
1.0,40,No,9.0,6,14.0,excellent
5.0,52,No,8.0,1,37.0,excellent
7.0,42,No,5.0,5,33.0,review
,92,Yes,9.0,8,81.0,excellent
9.0,67,Yes,9.0,7,68.0,excellent
8.0,77,Yes,7.0,5,76.0,excellent
4.0,90,Yes,5.0,5,74.0,excellent
5.0,54,No,8.0,7,41.0,excellent
7.0,75,Yes,,8,70.0,review
8.0,92,Yes,7.0,7,89.0,excellent
5.0,42,No,4.0,0,25.0,excellent
9.0,43,No,4.0,1,36.0,excellent
4.0,44,Yes,9.0,5,27.0,excellent
4.0,89,No,6.0,7,71.0,excellent
8.0,65,No,7.0,3,56.0,excellent
,64,Yes,6.0,3,41.0,review
8.0,49,No,9.0,1,41.0,review
5.0,47,Yes,7.0,9,34.0,excellent
,51,No,8.0,0,23.0,excellent
4.0,93,No,7.0,9,78.0,excellent
2.0,97,No,5.0,8,76.0,excellent
,98,No,6.0,6,78.0,excellent
8.0,42,Yes,7.0,8,38.0,review
5.0,66,No,6.0,1,48.0,review
1.0,89,Yes,9.0,9,65.0,excellent
7.0,62,Yes,7.0,4,59.0,review
1.0,79,No,4.0,1,52.0,excellent
9.0,97,No,6.0,9,97.0,excellent
3.0,72,Yes,8.0,6,54.0,review
,53,No,8.0,8,34.0,excellent
6.0,93,No,7.0,2,80.0,review
6.0,62,Yes,8.0,0,54.0,review
6.0,70,No,8.0,3,63.0,review
1.0,52,Yes,6.0,3,26.0,excellent
5.0,96,No,7.0,5,85.0,review
6.0,51,No,6.0,4,40.0,review
8.0,74,No,7.0,4,68.0,review
1.0,57,No,8.0,8,32.0,review
,60,No,7.0,0,44.0,excellent
3.0,84,No,9.0,7,70.0,review
2.0,86,Yes,7.0,7,66.0,excellent
8.0,81,Yes,5.0,7,76.0,review
7.0,40,No,,2,29.0,excellent
7.0,77,No,5.0,9,70.0,review
5.0,80,Yes,6.0,7,64.0,excellent
9.0,81,Yes,5.0,1,76.0,review
5.0,86,Yes,6.0,7,72.0,excellent
2.0,48,No,7.0,7,24.0,excellent
3.0,62,No,6.0,2,40.0,excellent
4.0,53,No,8.0,3,37.0,excellent
5.0,50,Yes,9.0,8,42.0,review
3.0,46,Yes,7.0,8,28.0,excellent
,70,No,5.0,9,61.0,review
5.0,63,Yes,9.0,8,53.0,excellent
5.0,65,No,4.0,9,50.0,excellent
6.0,69,No,9.0,5,55.0,excellent
7.0,73,Yes,7.0,0,67.0,review
8.0,85,No,9.0,7,79.0,review
9.0,77,Yes,9.0,8,77.0,review
4.0,44,Yes,8.0,7,26.0,review
5.0,44,No,6.0,0,26.0,review
5.0,58,No,9.0,5,44.0,review
8.0,90,Yes,5.0,8,80.0,excellent
,77,No,5.0,8,73.0,excellent
,67,Yes,8.0,6,61.0,excellent
5.0,65,No,9.0,6,53.0,review
3.0,81,Yes,9.0,3,59.0,excellent
1.0,62,Yes,8.0,6,40.0,excellent
9.0,85,No,7.0,9,88.0,excellent
,88,No,4.0,4,76.0,review
9.0,69,Yes,4.0,9,65.0,review
4.0,42,Yes,6.0,4,23.0,excellent
5.0,67,Yes,5.0,0,50.0,review
4.0,72,Yes,7.0,1,59.0,excellent
2.0,81,No,5.0,8,57.0,review
1.0,42,No,7.0,1,14.0,review
8.0,44,No,8.0,9,41.0,excellent
